epoch,step,train_loss,val_f1,val_loss
0,126,0.028388774022459984,0.11537376046180725,0.012069032527506351
1,253,0.010009348392486572,0.23624274134635925,0.00915006548166275
2,380,0.0063696070574223995,0.4213062524795532,0.005514161661267281
3,507,0.004984154365956783,0.40507084131240845,0.004898917395621538
4,634,0.0043220436200499535,0.5334195494651794,0.004267164506018162
5,761,0.0038014648016542196,0.6040297150611877,0.00363042950630188
6,888,0.0031615705229341984,0.5550844073295593,0.003523053601384163
7,1015,0.0028343021403998137,0.685024619102478,0.003522719256579876
8,1142,0.0027983104810118675,0.6396647095680237,0.0031422446481883526
9,1269,0.0023185056634247303,0.7747113108634949,0.0025456419680267572
10,1396,0.002040764782577753,0.7436466813087463,0.002866948489099741
11,1523,0.0019498722394928336,0.7319208383560181,0.0027850018814206123
12,1650,0.0016977753257378936,0.7942879796028137,0.002691840287297964
13,1777,0.00142390513792634,0.7536660432815552,0.002472572261467576
14,1904,0.0015108025399968028,0.8272390961647034,0.0023683984763920307
