epoch,step,train_loss,val_f1,val_loss
0,29,0.24889203906059265,0.021521272137761116,0.06791691482067108
1,59,0.056811485439538956,0.020138461142778397,0.054707277566194534
2,89,0.04084697365760803,0.09338908642530441,0.0262833833694458
3,119,0.023470154032111168,0.12120609730482101,0.021974612027406693
4,149,0.020077602937817574,0.15271657705307007,0.01964416168630123
5,179,0.018693560734391212,0.13363277912139893,0.019894404336810112
6,209,0.01759522221982479,0.16418729722499847,0.016780583187937737
7,239,0.01672636903822422,0.17689667642116547,0.017444178462028503
8,269,0.015251279808580875,0.20594456791877747,0.01508893072605133
9,299,0.013883461244404316,0.26216059923171997,0.014369074255228043
10,329,0.012909192591905594,0.21086940169334412,0.012860318645834923
11,359,0.011897276155650616,0.3154035806655884,0.012675954028964043
12,389,0.01143775973469019,0.27354827523231506,0.014723392203450203
13,419,0.011319687590003014,0.2731863856315613,0.012543889693915844
14,449,0.010088033974170685,0.35414689779281616,0.01119383703917265
